,provincia,comunidad autonoma,titulo,precio,habitaciones,metros,total inmuebles/comunidad
28017,Cordoba,Andalucia,"Piso en Ciudad Jardín, Córdoba",595,3,80,1168
28018,Cordoba,Andalucia,"Piso en Cercadilla - Medina Azahara, Córdoba",900,3,115,1168
28019,Cordoba,Andalucia,"Piso en Noreña - Turruñuelos, Córdoba",800,3,85,1168
28020,Cordoba,Andalucia,"Piso en plaza de los Bañuelos, 2, Centro, Córdoba",500,1,55,1168
28021,Cordoba,Andalucia,"Piso en El Vial - Ronda de Tejares, Córdoba",600,1,75,1168
28022,Cordoba,Andalucia,"Piso en Miralbaida - Parque Azahara, Córdoba",550,3,90,1168
28023,Cordoba,Andalucia,"Piso en Centro, Córdoba",580,1,50,1168
28024,Cordoba,Andalucia,"Piso en El Vial - Ronda de Tejares, Córdoba",1100,3,140,1168
28025,Cordoba,Andalucia,"Casa o chalet independiente en Urbanizacion la Gorgoja, 1, El Higuerón, Córdoba",750,2,64,1168
28026,Cordoba,Andalucia,"Piso en calle Federico garcia lorca, 7, Priego de Córdoba",330,3,100,1168
28027,Cordoba,Andalucia,"Piso en avenida Fuente del Río, 16, Cabra",380,3,90,1168
28028,Cordoba,Andalucia,"Piso en Chaparro, 6, Casco Histórico - Ollerías - Marrubial, Córdoba",575,2,67,1168
28029,Cordoba,Andalucia,"Piso en calle Yeso, 1, Centro, Córdoba",450,2,100,1168
28030,Cordoba,Andalucia,"Piso en Ciudad Jardín, Córdoba",490,1,60,1168
28031,Cordoba,Andalucia,"Piso en Barrionuevo, 43, Casco Histórico - Corredera - Ribera, Córdoba",480,1,50,1168
28032,Cordoba,Andalucia,"Piso en Libertador Hidalgo y Costilla, 5, Sector sur - Santa Cruz, Córdoba",500,3,94,1168
28033,Cordoba,Andalucia,"Piso en calle Escritor Rafael Pavón, 1, Levante, Córdoba",575,2,90,1168
28034,Cordoba,Andalucia,"Piso en avenida doctor fleming, 4, Judería - San Basilio, Córdoba",750,3,90,1168
28035,Cordoba,Andalucia,"Piso en Constitucion, 1, Villafranca de Cordoba",425,3,95,1168
28036,Cordoba,Andalucia,"Piso en Urbanizacion azahara, s/n, Miralbaida - Parque Azahara, Córdoba",650,4,120,1168
28037,Cordoba,Andalucia,"Piso en Huerta de la Reina, Córdoba",580,2,84,1168
28038,Cordoba,Andalucia,"Piso en calle El Avellano, s/n, Santa Rosa - San José, Córdoba",600,3,80,1168
28039,Cordoba,Andalucia,"Piso en Vistalegre - Parque Cruz - Universidades, Córdoba",525,2,90,1168
28040,Cordoba,Andalucia,"Piso en calle Carlos Rubio, 13, Casco Histórico - Corredera - Ribera, Córdoba",480,1,50,1168
28041,Cordoba,Andalucia,"Piso en calle del Pocito, s/n, Fuensanta - Arcángel - Santuario, Córdoba",500,3,70,1168
28042,Cordoba,Andalucia,"Dúplex en calle Imagenes, 10, Casco Histórico - Ollerías - Marrubial, Córdoba",475,2,40,1168
28043,Cordoba,Andalucia,Piso en La Victoria,390,2,75,1168
28044,Cordoba,Andalucia,"Piso en El Vial - Ronda de Tejares, Córdoba",670,3,106,1168
28045,Cordoba,Andalucia,"Piso en Centro, Córdoba",595,2,60,1168
28046,Cordoba,Andalucia,"Piso en El Vial - Ronda de Tejares, Córdoba",1100,3,148,1168
28047,Cordoba,Andalucia,"Piso en Centro, Córdoba",850,3,120,1168
28048,Cordoba,Andalucia,"Piso en Centro, Córdoba",590,2,70,1168
28049,Cordoba,Andalucia,"Piso en Tablero, Córdoba",1300,4,190,1168
28050,Cordoba,Andalucia,"Piso en Centro, Córdoba",850,3,145,1168
28051,Cordoba,Andalucia,"Piso en Casco Histórico - Ollerías - Marrubial, Córdoba",630,3,100,1168
28052,Cordoba,Andalucia,"Piso en Cercadilla - Medina Azahara, Córdoba",499,2,70,1168
28053,Cordoba,Andalucia,"Piso en Sector sur - Santa Cruz, Córdoba",550,3,90,1168
28054,Cordoba,Andalucia,"Chalet adosado en plaza de las Artes, 25, La Carlota",530,4,115,1168
28055,Cordoba,Andalucia,"Piso en El Vial - Ronda de Tejares, Córdoba",680,2,70,1168
28056,Cordoba,Andalucia,"Piso en El Vial - Ronda de Tejares, Córdoba",680,2,70,1168
28057,Cordoba,Andalucia,"Piso en Centro, Córdoba",630,2,111,1168
28058,Cordoba,Andalucia,"Piso en Centro, Córdoba",500,1,64,1168
28059,Cordoba,Andalucia,"Piso en Vistalegre - Parque Cruz - Universidades, Córdoba",600,2,80,1168
28060,Cordoba,Andalucia,"Piso en calle Ancha, 3, Las Tinajerías - Juderías, Lucena",450,3,120,1168
28061,Cordoba,Andalucia,"Piso en Casco Histórico - Corredera - Ribera, Córdoba",500,1,45,1168
28062,Cordoba,Andalucia,"Estudio en El Cairo, Córdoba",550,,Bajo exterior sin ascen,1168
28063,Cordoba,Andalucia,"Piso en La Viñuela, Córdoba",475,2,56,1168
28064,Cordoba,Andalucia,"Piso en Judería - San Basilio, Córdoba",550,2,65,1168
28065,Cordoba,Andalucia,"Estudio en San Cayetano, Córdoba",500,,Bajo exterior sin ascen,1168
28066,Cordoba,Andalucia,"Piso en Santa Rosa - San José, Córdoba",700,3,100,1168
28067,Cordoba,Andalucia,"Piso en Santa Rosa - San José, Córdoba",950,4,160,1168
28068,Cordoba,Andalucia,"Piso en Judería - San Basilio, Córdoba",500,2,60,1168
28069,Cordoba,Andalucia,"Piso en calle Santa Rosa, 20, Santa Rosa - San José, Córdoba",600,2,90,1168
28070,Cordoba,Andalucia,"Chalet pareado en calle de los Olivos, 16, Obejo",500,3,100,1168
28071,Cordoba,Andalucia,"Estudio en Tablero, Córdoba",450,,Bajo exterior sin ascen,1168
28072,Cordoba,Andalucia,"Piso en Santa Rosa - San José, Córdoba",800,2,70,1168
28073,Cordoba,Andalucia,"Chalet pareado en calle Víctimas del Terrorismo, 17, Villafranca de Cordoba",435,3,130,1168
28074,Cordoba,Andalucia,"Estudio en Huerta de la Reina, Córdoba",500,,Bajo exterior sin ascen,1168
28075,Cordoba,Andalucia,"Piso en calle Marroquíes, 6, Casco Histórico - Ollerías - Marrubial, Córdoba",450,1,65,1168
28076,Cordoba,Andalucia,"Piso en Vistalegre - Parque Cruz - Universidades, Córdoba",675,2,99,1168
28077,Cordoba,Andalucia,"Piso en Zoco - Poniente, Córdoba",840,4,100,1168
28078,Cordoba,Andalucia,"Piso en calle Infanta Doña María, 82, Ciudad Jardín, Córdoba",600,1,100,1168
28079,Cordoba,Andalucia,"Piso en Zoco - Poniente, Córdoba",800,3,115,1168
28080,Cordoba,Andalucia,"Piso en San Cayetano, Córdoba",790,4,138,1168
28081,Cordoba,Andalucia,"Piso en Casco Histórico - Corredera - Ribera, Córdoba",500,1,55,1168
28082,Cordoba,Andalucia,"Piso en Casco Histórico - Ollerías - Marrubial, Córdoba",600,3,78,1168
28083,Cordoba,Andalucia,"Piso en Centro, Córdoba",500,2,65,1168
28084,Cordoba,Andalucia,"Piso en Judería - San Basilio, Córdoba",750,3,90,1168
28085,Cordoba,Andalucia,"Piso en Santa Rosa - San José, Córdoba",600,1,68,1168
28086,Cordoba,Andalucia,"Dúplex en El Vial - Ronda de Tejares, Córdoba",600,2,60,1168
28087,Cordoba,Andalucia,"Piso en Brillante, Córdoba",549,1,60,1168
28088,Cordoba,Andalucia,"Piso en La Viñuela, Córdoba",690,3,80,1168
28089,Cordoba,Andalucia,"Piso en Ciudad Jardín, Córdoba",630,3,80,1168
28090,Cordoba,Andalucia,"Piso en El Vial - Ronda de Tejares, Córdoba",530,1,50,1168
28091,Cordoba,Andalucia,"Piso en Casco Histórico - Ollerías - Marrubial, Córdoba",800,2,80,1168
28092,Cordoba,Andalucia,"Piso en El Vial - Ronda de Tejares, Córdoba",1000,3,145,1168
28093,Cordoba,Andalucia,"Piso en San Cayetano, Córdoba",490,1,60,1168
28094,Cordoba,Andalucia,"Piso en Ciudad Jardín, Córdoba",800,4,120,1168
28095,Cordoba,Andalucia,"Piso en Gondomar, Centro, Córdoba",750,3,85,1168
28096,Cordoba,Andalucia,"Piso en Centro, Córdoba",750,3,120,1168
28097,Cordoba,Andalucia,"Piso en Zoco - Poniente, Córdoba",600,1,60,1168
28098,Cordoba,Andalucia,"Ático en San lorenzo, Casco Histórico - Ollerías - Marrubial, Córdoba",549,1,52,1168
28099,Cordoba,Andalucia,"Piso en El Vial - Ronda de Tejares, Córdoba",750,3,120,1168
28100,Cordoba,Andalucia,"Piso en calle Alfonso XIII, Centro, Córdoba",600,2,100,1168
28101,Cordoba,Andalucia,"Piso en Casco Histórico - Corredera - Ribera, Córdoba",520,2,80,1168
28102,Cordoba,Andalucia,"Piso en avenida de Medina Azahara, 8, Cercadilla - Medina Azahara, Córdoba",990,4,125,1168
28103,Cordoba,Andalucia,"Ático en Tablero, Córdoba",1300,3,128,1168
28104,Cordoba,Andalucia,"Piso en calle Ángel Ganivet, 14, Cercadilla - Medina Azahara, Córdoba",600,3,65,1168
28105,Cordoba,Andalucia,"Piso en calle Campo Madre de Dios, 12, Casco Histórico - Corredera - Ribera, Córdoba",600,2,80,1168
28106,Cordoba,Andalucia,"Piso en calle Don Gonzalo, 10, Puente Genil",340,1,47,1168
28107,Cordoba,Andalucia,"Piso en calle Alfonso XIII, 12, Centro, Córdoba",525,1,60,1168
28108,Cordoba,Andalucia,"Piso en calle Alfonso XIII, 12, Centro, Córdoba",525,1,60,1168
28109,Cordoba,Andalucia,"Piso en calle Pedro López, 14, Casco Histórico - Corredera - Ribera, Córdoba",495,1,56,1168
28110,Cordoba,Andalucia,"Piso en Jose maria peman, Vistalegre - Parque Cruz - Universidades, Córdoba",650,4,105,1168
28111,Cordoba,Andalucia,"Piso en avenida gran via parque, Ciudad Jardín, Córdoba",600,2,60,1168
28112,Cordoba,Andalucia,"Piso en alcalde sanz noguer, Ciudad Jardín, Córdoba",500,1,60,1168
28113,Cordoba,Andalucia,"Piso en La Bodega, Brillante, Córdoba",575,2,87,1168
28114,Cordoba,Andalucia,"Piso en Tenor Pedro Lavirgen, Huerta de la Reina, Córdoba",500,2,60,1168
28115,Cordoba,Andalucia,"Piso en Alderetes, Ciudad Jardín, Córdoba",540,1,57,1168
28116,Cordoba,Andalucia,"Piso en Doce de octubre, El Vial - Ronda de Tejares, Córdoba",550,1,80,1168
28117,Cordoba,Andalucia,"Piso en avenida Gran Via Parque, Ciudad Jardín, Córdoba",530,2,80,1168
28118,Cordoba,Andalucia,"Piso en colon, San Cayetano, Córdoba",530,1,56,1168
28119,Cordoba,Andalucia,"Piso en Ciudad Jardín, Córdoba",780,4,114,1168
28120,Cordoba,Andalucia,"Piso en Medina Azahara, Ciudad Jardín, Córdoba",950,4,170,1168
28121,Cordoba,Andalucia,"Piso en horno del veinticuatro, Casco Histórico - Ollerías - Marrubial, Córdoba",800,2,82,1168
28122,Cordoba,Andalucia,"Piso en Arzobispo Barrios, Campo de la Verdad, Córdoba",550,1,50,1168
28123,Cordoba,Andalucia,"Estudio en Fernando IV, Levante, Córdoba",500,,Bajo exterior sin ascen,1168
28124,Cordoba,Andalucia,"Piso en calle Alcalde de la Cruz Ceballos, Ciudad Jardín, Córdoba",550,1,55,1168
28125,Cordoba,Andalucia,"Piso en Costa Sol, Ciudad Jardín, Córdoba",650,3,100,1168
28126,Cordoba,Andalucia,"Piso en Tomas de Aquino, Vistalegre - Parque Cruz - Universidades, Córdoba",800,4,140,1168
28127,Cordoba,Andalucia,"Piso en avenida vial norte, El Vial - Ronda de Tejares, Córdoba",750,3,126,1168
28128,Cordoba,Andalucia,"Piso en carretera santa maria de trasierras, Carretera Trassierra - Colonia de la Paz, Córdoba",600,2,85,1168
28129,Cordoba,Andalucia,"Piso en calle Federico Mayo, 49, Baena",450,3,112,1168
28130,Cordoba,Andalucia,"Piso en calle San Pablo, 23, Casco Histórico - Ollerías - Marrubial, Córdoba",600,3,100,1168
28131,Cordoba,Andalucia,Casa o chalet independiente en Encinarejo de Córdoba,700,3,200,1168
28132,Cordoba,Andalucia,"Chalet adosado en Naranjo - Mirabueno, Córdoba",1350,4,250,1168
28133,Cordoba,Andalucia,"Piso en ANCHA, 16, La Carlota",400,3,99,1168
28134,Cordoba,Andalucia,"Piso en avenida Al-Nasir, s/n, San Cayetano, Córdoba",720,2,70,1168
28135,Cordoba,Andalucia,"Dúplex en calle María Auxiliadora, 4, Casco Histórico - Corredera - Ribera, Córdoba",400,1,40,1168
28136,Cordoba,Andalucia,"Ático en calle Platero Sánchez de la Cruz, 4, La Viñuela, Córdoba",690,3,92,1168
28137,Cordoba,Andalucia,"Estudio en calle Cronista Maraver, 26, La Viñuela, Córdoba",490,,Bajo exterior sin ascen,1168
28138,Cordoba,Andalucia,"Estudio en calle Escritora Gloria Fuertes, 4, Vistalegre - Parque Cruz - Universidades, Córdoba",500,,Bajo exterior con ascen,1168
28139,Cordoba,Andalucia,"Piso en calle Islas Canarias, 3, El Cairo, Córdoba",750,3,83,1168
28140,Cordoba,Andalucia,"Piso en pasaje José Flores Cámara, 4, Zoco - Poniente, Córdoba",675,3,100,1168
28141,Cordoba,Andalucia,"Piso en calle Sagunto, 20, Levante, Córdoba",550,2,63,1168
28142,Cordoba,Andalucia,"Piso en carretera Palma del Río, 19, El Higuerón, Córdoba",700,2,70,1168
28143,Cordoba,Andalucia,"Estudio en calle José María Pemán, 12, Vistalegre - Parque Cruz - Universidades, Córdoba",495,,Planta 4ª exterior con ascen,1168
28144,Cordoba,Andalucia,"Piso en calle Murcia, 1, Casco Histórico - Corredera - Ribera, Córdoba",800,6,155,1168
28145,Cordoba,Andalucia,"Piso en Casco Histórico - Ollerías - Marrubial, Córdoba",800,2,82,1168
28146,Cordoba,Andalucia,"Casa rural en A-3075, 10, Villaviciosa de Córdoba",800,3,60,1168
28147,Cordoba,Andalucia,"Piso en calle Escritora Rosa Chacel, 9, Vistalegre - Parque Cruz - Universidades, Córdoba",750,4,114,1168
28148,Cordoba,Andalucia,"Piso en calle Valdeolleros, 23, Valdeolleros - Zumbacón - Camping, Córdoba",500,2,44,1168
28149,Cordoba,Andalucia,"Piso en calle Isadora Duncan, 7, Tablero, Córdoba",850,3,107,1168
28150,Cordoba,Andalucia,"Piso en plaza de la Flor del Olivo, 1, San Cayetano, Córdoba",850,3,110,1168
28151,Cordoba,Andalucia,"Casa o chalet independiente en calle Ribera del Coto, 12, Trassierra - Las Jaras, Córdoba",1600,4,140,1168
28152,Cordoba,Andalucia,"Casa o chalet independiente en carretera de la estación, 21, Almodovar del Río",460,3,135,1168
28153,Cordoba,Andalucia,"Piso en calle Descubridor Pedro Álvarez Cabral, 1, Sector sur - Santa Cruz, Córdoba",500,3,96,1168
28154,Cordoba,Andalucia,"Dúplex en calle Julio Pellicer, 43, Ciudad Jardín, Córdoba",629,2,80,1168
28155,Cordoba,Andalucia,"Casa o chalet independiente en avenida Marqués de Santillana, 70, Hinojosa del Duque",300,2,100,1168
28156,Cordoba,Andalucia,"Piso en calle Rodolfo Gil, 84, Puente Genil",380,1,41,1168
28157,Cordoba,Andalucia,"Casa o chalet independiente en calle Hinojosa, 27, El Viso",300,6,170,1168
28158,Cordoba,Andalucia,"Piso en calle Balmes, 50, Hinojosa del Duque",350,5,140,1168
28159,Cordoba,Andalucia,"Casa o chalet independiente en Staª Mª de Trassierra, s/n, Trassierra - Las Jaras, Córdoba",800,3,160,1168
28160,Cordoba,Andalucia,"Estudio en calle Corregidor Luis de la Cerda, 54, Judería - San Basilio, Córdoba",600,,Bajo interior sin ascen,1168
28161,Cordoba,Andalucia,"Casa rural en Diseminado Inf Urbana, 490, Almedinilla",400,1,30,1168
28162,Cordoba,Andalucia,"Piso en calle Periodista José Luis de Córdoba, 22, Fuensanta - Arcángel - Santuario, Córdoba",640,3,98,1168
28163,Cordoba,Andalucia,"Chalet adosado en calle Castillo de Albezaide, 8, Luque",450,3,170,1168
28164,Cordoba,Andalucia,"Dúplex en avenida del Parque, 13, El Valle, Lucena",450,2,80,1168
28165,Cordoba,Andalucia,"Piso en calle luis ponce de león, 1, Huerta de la Reina, Córdoba",575,3,90,1168
28166,Cordoba,Andalucia,"Piso en calle Enrique Redel, 17, Casco Histórico - Ollerías - Marrubial, Córdoba",650,3,80,1168
28167,Cordoba,Andalucia,"Piso en pasaje saravia, 1, Centro, Córdoba",400,1,40,1168
28168,Cordoba,Andalucia,"Piso en calle Pintor el Greco, 6, Vistalegre - Parque Cruz - Universidades, Córdoba",600,1,85,1168
28169,Cordoba,Andalucia,"Casa o chalet independiente en El Valle, Lucena",550,4,184,1168
28170,Cordoba,Andalucia,"Piso en Centro, Córdoba",700,2,90,1168
28171,Cordoba,Andalucia,"Piso en Casco Histórico - Ollerías - Marrubial, Córdoba",550,1,50,1168
28172,Cordoba,Andalucia,"Piso en Centro, Córdoba",650,2,76,1168
28173,Cordoba,Andalucia,"Piso en Ollerias, s/n, Casco Histórico - Ollerías - Marrubial, Córdoba",475,1,65,1168
28174,Cordoba,Andalucia,"Piso en Centro, Córdoba",600,1,50,1168
28175,Cordoba,Andalucia,"Piso en Ciudad Jardín, Córdoba",450,2,70,1168
28176,Cordoba,Andalucia,"Dúplex en Centro, Córdoba",1200,4,220,1168
28177,Cordoba,Andalucia,"Piso en calle Fray Diego de Cádiz, 13, Cercadilla - Medina Azahara, Córdoba",575,1,55,1168
28178,Cordoba,Andalucia,"Dúplex en Casco Histórico - Corredera - Ribera, Córdoba",440,1,65,1168
28179,Cordoba,Andalucia,"Piso en ronda de los Tejares, El Vial - Ronda de Tejares, Córdoba",1000,3,120,1168
28180,Cordoba,Andalucia,"Piso en Centro, Córdoba",850,3,130,1168
28181,Cordoba,Andalucia,"Piso en calle José de Echegaray, 5, Palma del Río",390,3,99,1168
28182,Cordoba,Andalucia,"Casa o chalet independiente en Brillante, Córdoba",1550,1,350,1168
28183,Cordoba,Andalucia,"Piso en Santa Rosa - San José, Córdoba",480,3,70,1168
28184,Cordoba,Andalucia,"Piso en Centro, Córdoba",600,1,70,1168
28185,Cordoba,Andalucia,"Estudio en Vistalegre - Parque Cruz - Universidades, Córdoba",575,,Bajo exterior sin ascen,1168
28186,Cordoba,Andalucia,"Piso en Judería - San Basilio, Córdoba",550,1,55,1168
28187,Cordoba,Andalucia,"Piso en Casco Histórico - Corredera - Ribera, Córdoba",700,2,89,1168
28188,Cordoba,Andalucia,"Estudio en Levante, Córdoba",450,,Bajo exterior sin ascen,1168
28189,Cordoba,Andalucia,"Piso en Carretera Trassierra - Colonia de la Paz, Córdoba",450,1,60,1168
28190,Cordoba,Andalucia,"Piso en Noreña - Turruñuelos, Córdoba",530,2,70,1168
28191,Cordoba,Andalucia,"Piso en Casco Histórico - Ollerías - Marrubial, Córdoba",450,1,49,1168
28192,Cordoba,Andalucia,"Piso en Ciudad Jardín, Córdoba",750,3,125,1168
28193,Cordoba,Andalucia,"Piso en Centro, Córdoba",580,1,80,1168
28194,Cordoba,Andalucia,Piso en Montoro,400,2,65,1168
28195,Cordoba,Andalucia,"Piso en avenida del Parque, San Francisco, Lucena",350,3,120,1168
28196,Cordoba,Andalucia,"Piso en Julio Pellicer, 24, Ciudad Jardín, Córdoba",600,3,65,1168
28197,Cordoba,Andalucia,"Piso en avenida del Cairo, s/n, El Cairo, Córdoba",550,4,100,1168
28198,Cordoba,Andalucia,"Piso en El Vial - Ronda de Tejares, Córdoba",800,2,80,1168
28199,Cordoba,Andalucia,"Piso en calle San Juan de la Cruz, 5, San Cayetano, Córdoba",550,2,95,1168
28200,Cordoba,Andalucia,Casa de pueblo en Iznajar,400,2,82,1168
28201,Cordoba,Andalucia,"Piso en Casco Histórico - Ollerías - Marrubial, Córdoba",1200,4,170,1168
28202,Cordoba,Andalucia,"Chalet en Judería - San Basilio, Córdoba",3000,2,191,1168
28203,Cordoba,Andalucia,"Piso en calle San Pedro, Centro, Lucena",550,3,100,1168
28204,Cordoba,Andalucia,"Piso en Abejar, Casco Histórico - Corredera - Ribera, Córdoba",500,3,75,1168
28205,Cordoba,Andalucia,"Piso en SANCHEZ DE FERIA, Centro, Córdoba",560,1,60,1168
28206,Cordoba,Andalucia,"Piso en Marqués de Guadalcazar, Huerta de la Reina, Córdoba",450,2,66,1168
28207,Cordoba,Andalucia,"Piso en MANOLETE, Zoco - Poniente, Córdoba",550,1,70,1168
28208,Cordoba,Andalucia,"Piso en Vistalegre - Parque Cruz - Universidades, Córdoba",1000,3,145,1168
28209,Cordoba,Andalucia,"Piso en Casco Histórico - Corredera - Ribera, Córdoba",430,1,43,1168
28210,Cordoba,Andalucia,"Piso en Casco Histórico - Corredera - Ribera, Córdoba",450,1,40,1168
28211,Cordoba,Andalucia,"Piso en Ciudad Jardín, Córdoba",590,3,90,1168
28212,Cordoba,Andalucia,"Piso en Noreña - Turruñuelos, Córdoba",530,2,70,1168
28213,Cordoba,Andalucia,"Estudio en Cercadilla - Medina Azahara, Córdoba",350,,Planta 3ª interior con ascen,1168
28214,Cordoba,Andalucia,"Piso en Centro, Córdoba",450,1,55,1168
28215,Cordoba,Andalucia,"Piso en Ciudad Jardín, Córdoba",500,1,70,1168
28216,Cordoba,Andalucia,"Piso en El Vial - Ronda de Tejares, Córdoba",690,2,100,1168
28217,Cordoba,Andalucia,"Piso en El Vial - Ronda de Tejares, Córdoba",680,2,80,1168
28218,Cordoba,Andalucia,"Piso en El Vial - Ronda de Tejares, Córdoba",680,2,70,1168
28219,Cordoba,Andalucia,"Piso en Conquistador Ordoño Alvarez, 8, Fuensanta - Arcángel - Santuario, Córdoba",750,4,112,1168
28220,Cordoba,Andalucia,"Piso en Centro, Córdoba",425,1,45,1168
28221,Cordoba,Andalucia,"Piso en Huerta de la Reina, Córdoba",500,2,67,1168
28222,Cordoba,Andalucia,"Piso en Centro, Córdoba",850,3,127,1168
28223,Cordoba,Andalucia,"Piso en La Viñuela, Córdoba",800,4,130,1168
28224,Cordoba,Andalucia,"Piso en calle Pintor Monroy, 14, Naranjo - Mirabueno, Córdoba",500,2,68,1168
28225,Cordoba,Andalucia,"Piso en Centro, Córdoba",800,3,132,1168
28226,Cordoba,Andalucia,"Piso en El Vial - Ronda de Tejares, Córdoba",680,2,80,1168
28227,Cordoba,Andalucia,"Piso en El Vial - Ronda de Tejares, Córdoba",680,2,70,1168
28228,Cordoba,Andalucia,"Piso en Santa Rosa - San José, Córdoba",600,1,80,1168
28229,Cordoba,Andalucia,"Piso en San Cayetano, Córdoba",475,1,60,1168
28230,Cordoba,Andalucia,"Piso en Ciudad Jardín, Córdoba",525,3,85,1168
28231,Cordoba,Andalucia,"Piso en Santa Rosa - San José, Córdoba",700,4,90,1168
28232,Cordoba,Andalucia,"Piso en Ciudad Jardín, Córdoba",600,3,61,1168
28233,Cordoba,Andalucia,"Piso en Vistalegre - Parque Cruz - Universidades, Córdoba",600,3,116,1168
28234,Cordoba,Andalucia,"Piso en Vistalegre - Parque Cruz - Universidades, Córdoba",800,4,121,1168
28235,Cordoba,Andalucia,"Piso en Ciudad Jardín, Córdoba",600,3,95,1168
28236,Cordoba,Andalucia,"Piso en Ciudad Jardín, Córdoba",600,3,90,1168
28237,Cordoba,Andalucia,"Piso en Casco Histórico - Ollerías - Marrubial, Córdoba",670,2,60,1168
28238,Cordoba,Andalucia,"Ático en Casco Histórico - Ollerías - Marrubial, Córdoba",640,2,60,1168
28239,Cordoba,Andalucia,"Piso en calle Fernando de Córdoba, 5, El Vial - Ronda de Tejares, Córdoba",695,3,109,1168
28240,Cordoba,Andalucia,"Chalet pareado en calle Maria Isidra Guzman, 7, Guadalcazar",400,4,130,1168
28241,Cordoba,Andalucia,"Piso en El Vial - Ronda de Tejares, Córdoba",950,3,150,1168
28242,Cordoba,Andalucia,"Piso en Cercadilla - Medina Azahara, Córdoba",575,2,85,1168
28243,Cordoba,Andalucia,"Piso en Centro, Lucena",500,3,90,1168
28244,Cordoba,Andalucia,"Piso en Centro, Córdoba",850,3,120,1168
28245,Cordoba,Andalucia,"Piso en Centro, Córdoba",850,3,150,1168
28246,Cordoba,Andalucia,"Piso en Campo de la Verdad, Córdoba",575,1,60,1168
28247,Cordoba,Andalucia,"Piso en Casco Histórico - Ollerías - Marrubial, Córdoba",550,2,95,1168
28248,Cordoba,Andalucia,"Piso en calle Periodista Quesada Chacón, 1, Huerta de la Marquesa, Córdoba",800,4,140,1168
28249,Cordoba,Andalucia,"Piso en El Vial - Ronda de Tejares, Córdoba",1000,2,151,1168
28250,Cordoba,Andalucia,"Piso en Trassierra - Las Jaras, Córdoba",600,2,82,1168
28251,Cordoba,Andalucia,"Piso en Las Tinajerías - Juderías, Lucena",350,3,106,1168
28252,Cordoba,Andalucia,"Piso en Vistalegre - Parque Cruz - Universidades, Córdoba",800,4,110,1168
28253,Cordoba,Andalucia,"Piso en El Vial - Ronda de Tejares, Córdoba",800,2,114,1168
28254,Cordoba,Andalucia,"Piso en Centro, Córdoba",700,2,70,1168
28255,Cordoba,Andalucia,"Piso en Centro, Córdoba",750,3,100,1168
28256,Cordoba,Andalucia,"Piso en Centro, Córdoba",550,1,45,1168
28257,Cordoba,Andalucia,"Piso en Centro, Córdoba",550,1,50,1168
28258,Cordoba,Andalucia,"Piso en calle Alfonso XIII, 16, Centro, Córdoba",500,1,85,1168
28259,Cordoba,Andalucia,"Piso en El Vial - Ronda de Tejares, Córdoba",800,2,100,1168
28260,Cordoba,Andalucia,"Chalet adosado en calle Maria Zambrano, 21, La Victoria",450,4,170,1168
28261,Cordoba,Andalucia,"Piso en calle la Higuera, 2, Almodovar del Río",900,3,100,1168
28262,Cordoba,Andalucia,"Piso en calle Antonio Espín, 6, Almodovar del Río",800,6,150,1168
28263,Cordoba,Andalucia,"Piso en calle Vázquez Aroca, 2, Ciudad Jardín, Córdoba",900,4,110,1168
28264,Cordoba,Andalucia,"Casa o chalet independiente en camino de las capellanias, 4, Montemayor",2000,8,400,1168
28265,Cordoba,Andalucia,"Piso en Ciudad Jardín, Córdoba",810,4,105,1168
28266,Cordoba,Andalucia,"Piso en Centro, Córdoba",480,2,85,1168
28267,Cordoba,Andalucia,"Estudio en Cercadilla - Medina Azahara, Córdoba",350,,Planta 3ª exterior con ascen,1168
28268,Cordoba,Andalucia,"Piso en calle Conde de Gondomar, 11, Centro, Córdoba",375,2,55,1168
28269,Cordoba,Andalucia,"Piso en Cercadilla - Medina Azahara, Córdoba",465,1,70,1168
28270,Cordoba,Andalucia,"Estudio en Vistalegre - Parque Cruz - Universidades, Córdoba",575,,Bajo exterior sin ascen,1168
28271,Cordoba,Andalucia,"Piso en Santa Rosa - San José, Córdoba",489,3,70,1168
28272,Cordoba,Andalucia,"Casa o chalet independiente en calle San Marcos, 52, Priego de Córdoba",400,4,118,1168
28273,Cordoba,Andalucia,"Piso en Escriba Lubna, 23, Huerta de la Marquesa, Córdoba",700,3,98,1168
28274,Cordoba,Andalucia,"Piso en calle Escultor Freila Guevara, 14, Brillante, Córdoba",470,1,40,1168
28275,Cordoba,Andalucia,"Casa o chalet independiente en avenida de la Carlota, 1, La Carlota",2000,4,180,1168
28276,Cordoba,Andalucia,"Piso en calle la Feria, 50, Fernan Nuñez",300,2,92,1168
28277,Cordoba,Andalucia,"Casa o chalet independiente en calle hornadilla, s/n, Doña Mencia",1200,7,240,1168
28278,Cordoba,Andalucia,"Piso en plaza de Abades, 4, Judería - San Basilio, Córdoba",600,1,50,1168
28279,Cordoba,Andalucia,"Piso en Vistalegre - Parque Cruz - Universidades, Córdoba",575,1,59,1168
28280,Cordoba,Andalucia,"Piso en La Viñuela, Córdoba",550,1,55,1168
28281,Cordoba,Andalucia,"Piso en Doctor Fleming, Pozoblanco",500,5,189,1168
28282,Cordoba,Andalucia,"Piso en Ciudad Jardín, Córdoba",540,1,65,1168
