,provincia,comunidad autonoma,titulo,precio,habitaciones,metros,total inmuebles/comunidad
21666,Burgos,Castilla y Leon,"Piso en paseo de la Isla, San Pedro de la Fuente, Burgos",750,3,121,497
21667,Burgos,Castilla y Leon,"Piso en calle Rosalía de Castro, Universidad - Las Huelgas, Burgos",595,2,94,497
21668,Burgos,Castilla y Leon,"Piso en calle Vitoria, Burgos, Illera, Burgos",560,2,70,497
21669,Burgos,Castilla y Leon,"Piso en calle Progreso, Santa Teresa-San Pedro Cardeña, Burgos",525,1,47,497
21670,Burgos,Castilla y Leon,"Piso en calle Los Hornos, 8, Crucero - Aquende, Miranda de Ebro",400,2,50,497
21671,Burgos,Castilla y Leon,"Piso en calle San Juan, Villa Pilar, Burgos",450,2,60,497
21672,Burgos,Castilla y Leon,"Piso en calle San Pablo, Santa Teresa-San Pedro Cardeña, Burgos",675,2,100,497
21673,Burgos,Castilla y Leon,"Piso en Santa Agueda, Casco Antiguo, Burgos",650,4,120,497
21674,Burgos,Castilla y Leon,"Piso en plaza Virgen del Pilar, Universidad - Las Huelgas, Burgos",475,3,70,497
21675,Burgos,Castilla y Leon,"Piso en calle Ana Lopidana, Los Vadillos - R. Sanitaria - Pozanos, Burgos",790,4,145,497
21676,Burgos,Castilla y Leon,"Piso en calle Rafael Núñez Rosáenz, Villimar - V1 - V2 - S3 - S4 - San Cristobal, Burgos",450,1,50,497
21677,Burgos,Castilla y Leon,"Piso en Santa Clara, Santa Teresa-San Pedro Cardeña, Burgos",550,2,69,497
21678,Burgos,Castilla y Leon,"Piso en plaza Torre Miranda, 6, Centro, Miranda de Ebro",500,3,111,497
21679,Burgos,Castilla y Leon,"Piso en avenida Cantabria, Villa Pilar, Burgos",600,4,106,497
21680,Burgos,Castilla y Leon,"Piso en calle de las Calzadas, Villa Pilar, Burgos",600,3,72,497
21681,Burgos,Castilla y Leon,"Piso en avenida Reyes Católicos, Reyes Católicos, Burgos",800,2,90,497
21682,Burgos,Castilla y Leon,"Dúplex en Los Vadillos - R. Sanitaria - Pozanos, Burgos",750,5,140,497
21683,Burgos,Castilla y Leon,"Piso en calle San Miguel, Los Vadillos - R. Sanitaria - Pozanos, Burgos",550,3,60,497
21684,Burgos,Castilla y Leon,"Piso en calle San Pedro Cardeña, Cardeñadijo",380,2,71,497
21685,Burgos,Castilla y Leon,"Piso en calle Sorbona, Universidad - Las Huelgas, Burgos",420,1,55,497
21686,Burgos,Castilla y Leon,"Piso en Universidad - Las Huelgas, Burgos",800,3,102,497
21687,Burgos,Castilla y Leon,"Piso en Los Vadillos - R. Sanitaria - Pozanos, Burgos",1000,2,90,497
21688,Burgos,Castilla y Leon,"Piso en Reyes Católicos, Burgos",700,2,85,497
21689,Burgos,Castilla y Leon,"Piso en calle las Claustrillas, Universidad - Las Huelgas, Burgos",560,2,78,497
21690,Burgos,Castilla y Leon,"Dúplex en calle la Catedra, San Pedro de la Fuente, Burgos",500,2,78,497
21691,Burgos,Castilla y Leon,"Piso en Los Vadillos - R. Sanitaria - Pozanos, Burgos",600,3,88,497
21692,Burgos,Castilla y Leon,"Piso en carretera Valladolid, El Carmen-Barrio Gimeno, Burgos",620,2,72,497
21693,Burgos,Castilla y Leon,"Piso en plaza Doctor Emilio Giménez Heras, San Agustín-Parque Europa, Burgos",750,3,128,497
21694,Burgos,Castilla y Leon,"Ático en avenida Cid, 45, Los Vadillos - R. Sanitaria - Pozanos, Burgos",700,2,60,497
21695,Burgos,Castilla y Leon,"Piso en Santa Teresa-San Pedro Cardeña, Burgos",550,2,60,497
21696,Burgos,Castilla y Leon,"Piso en Reyes Católicos, Burgos",750,4,120,497
21697,Burgos,Castilla y Leon,"Piso en Villimar - V1 - V2 - S3 - S4 - San Cristobal, Burgos",550,2,65,497
21698,Burgos,Castilla y Leon,"Piso en Illera, Burgos",700,3,99,497
21699,Burgos,Castilla y Leon,"Dúplex en Casco Antiguo, Burgos",550,1,50,497
21700,Burgos,Castilla y Leon,"Piso en Universidad - Las Huelgas, Burgos",1100,4,159,497
21701,Burgos,Castilla y Leon,"Piso en calle del Almirante Bonifaz, Casco Antiguo, Burgos",600,1,65,497
21702,Burgos,Castilla y Leon,"Piso en calle Zamora, San Pedro de la Fuente, Burgos",550,3,88,497
21703,Burgos,Castilla y Leon,"Piso en avenida de la Paz, Villa Pilar, Burgos",900,4,120,497
21704,Burgos,Castilla y Leon,"Piso en calle la Presa, 2, Tenerías - Fuenteminaya - San Antón, Aranda de Duero",650,3,96,497
21705,Burgos,Castilla y Leon,"Piso en calle San Pablo, Santa Teresa-San Pedro Cardeña, Burgos",650,2,85,497
21706,Burgos,Castilla y Leon,"Piso en calle Merindad de Cuesta Urria, Villarcayo de Merindad de Castilla la Vieja",1200,5,500,497
21707,Burgos,Castilla y Leon,"Piso en calle San Pablo, Santa Teresa-San Pedro Cardeña, Burgos",650,2,90,497
21708,Burgos,Castilla y Leon,"Piso en avenida de la Constitución Española, Bda. Militar 2 de Mayo - Capiscol, Burgos",600,3,73,497
21709,Burgos,Castilla y Leon,"Piso en Lain Calvo, 4, Casco Antiguo, Burgos",950,3,110,497
21710,Burgos,Castilla y Leon,"Piso en paseo de la Audiencia, Casco Antiguo, Burgos",1300,4,162,497
21711,Burgos,Castilla y Leon,"Piso en calle Luis Rodríguez Arango, Universidad - Las Huelgas, Burgos",750,2,95,497
21712,Burgos,Castilla y Leon,"Piso en calle Federico Martínez Varea, Los Vadillos - R. Sanitaria - Pozanos, Burgos",600,3,80,497
21713,Burgos,Castilla y Leon,"Piso en calle de Frías, San Agustín-Parque Europa, Burgos",490,1,45,497
21714,Burgos,Castilla y Leon,"Piso en calle san juan, Villa Pilar, Burgos",975,3,110,497
21715,Burgos,Castilla y Leon,"Piso en calle Cascajar, 4, Centro, Aranda de Duero",650,3,113,497
21716,Burgos,Castilla y Leon,"Piso en Fuentecillas-S7-S8, Burgos",500,2,70,497
21717,Burgos,Castilla y Leon,"Piso en avenida Reyes Católicos, Reyes Católicos, Burgos",650,1,72,497
21718,Burgos,Castilla y Leon,"Piso en calle Belorado, Villa Pilar, Burgos",800,3,110,497
21719,Burgos,Castilla y Leon,"Piso en Casco Antiguo, Burgos",600,2,80,497
21720,Burgos,Castilla y Leon,"Piso en Ciudad de Haro, 2, La Charca, Miranda de Ebro",500,3,90,497
21721,Burgos,Castilla y Leon,"Piso en Plantío - Alcampo, Burgos",675,2,85,497
21722,Burgos,Castilla y Leon,"Piso en Los Vadillos - R. Sanitaria - Pozanos, Burgos",595,3,87,497
21723,Burgos,Castilla y Leon,"Piso en calle Monjes, 2, Tenerías - Fuenteminaya - San Antón, Aranda de Duero",470,1,50,497
21724,Burgos,Castilla y Leon,"Piso en plaza María de Tovar, Medina de Pomar",375,3,83,497
21725,Burgos,Castilla y Leon,"Piso en calle Santa Rita, Medina de Pomar",370,2,95,497
21726,Burgos,Castilla y Leon,"Piso en calle Emperador, San Pedro de la Fuente, Burgos",550,3,90,497
21727,Burgos,Castilla y Leon,"Piso en calle Padre Flórez, 6, Los Vadillos - R. Sanitaria - Pozanos, Burgos",300,1,26,497
21728,Burgos,Castilla y Leon,"Piso en plaza Constitución, 1, Centro, Aranda de Duero",800,4,123,497
21729,Burgos,Castilla y Leon,"Piso en Villimar - V1 - V2 - S3 - S4 - San Cristobal, Burgos",650,2,70,497
21730,Burgos,Castilla y Leon,"Chalet adosado en calle las Viñas, Cardeñadijo",750,3,149,497
21731,Burgos,Castilla y Leon,"Piso en Universidad - Las Huelgas, Burgos",660,3,145,497
21732,Burgos,Castilla y Leon,"Ático en calle Caleruega, 37, Universidad - Las Huelgas, Burgos",720,1,53,497
21733,Burgos,Castilla y Leon,"Piso en calle Briviesca, Villa Pilar, Burgos",500,2,82,497
21734,Burgos,Castilla y Leon,"Piso en calle de la Puebla, Villa Pilar, Burgos",595,1,66,497
21735,Burgos,Castilla y Leon,"Piso en calle San Pablo, Santa Teresa-San Pedro Cardeña, Burgos",650,2,85,497
21736,Burgos,Castilla y Leon,"Dúplex en calle Eras de San Francisco, 7, Los Vadillos - R. Sanitaria - Pozanos, Burgos",750,5,140,497
21737,Burgos,Castilla y Leon,"Piso en TORRE DE MIRANDA, 6, Centro, Miranda de Ebro",620,2,76,497
21738,Burgos,Castilla y Leon,"Piso en calle Victoria Balfe, Illera, Burgos",800,4,160,497
21739,Burgos,Castilla y Leon,"Piso en calle Santa Marina, 33, Villarcayo de Merindad de Castilla la Vieja",750,3,90,497
21740,Burgos,Castilla y Leon,"Piso en Reyes Católicos, Burgos",900,4,110,497
21741,Burgos,Castilla y Leon,"Piso en Los Vadillos - R. Sanitaria - Pozanos, Burgos",700,3,95,497
21742,Burgos,Castilla y Leon,"Piso en Universidad - Las Huelgas, Burgos",960,4,120,497
21743,Burgos,Castilla y Leon,"Piso en Reyes Católicos, Burgos",490,1,46,497
21744,Burgos,Castilla y Leon,"Piso en Los Vadillos - R. Sanitaria - Pozanos, Burgos",850,3,90,497
21745,Burgos,Castilla y Leon,"Piso en Casco Antiguo, Burgos",350,1,50,497
21746,Burgos,Castilla y Leon,"Piso en Gamonal - San Bruno - G9, Burgos",650,2,65,497
21747,Burgos,Castilla y Leon,"Piso en San Julián-Bº de Cortes, Burgos",1200,4,106,497
21748,Burgos,Castilla y Leon,"Piso en Casco Antiguo, Burgos",525,1,21,497
21749,Burgos,Castilla y Leon,"Piso en Universidad - Las Huelgas, Burgos",725,3,103,497
21750,Burgos,Castilla y Leon,"Piso en SANTA CLARA, Santa Teresa-San Pedro Cardeña, Burgos",550,1,50,497
21751,Burgos,Castilla y Leon,"Piso en santa dorotea, San Agustín-Parque Europa, Burgos",700,4,95,497
21752,Burgos,Castilla y Leon,"Piso en calle Vitoria, 56, Villa Pilar, Burgos",1080,4,100,497
21753,Burgos,Castilla y Leon,"Piso en San Agustín-Parque Europa, Burgos",550,2,80,497
21754,Burgos,Castilla y Leon,"Piso en Plantío - Alcampo, Burgos",850,2,100,497
21755,Burgos,Castilla y Leon,"Piso en calle Legión Española, San Agustín-Parque Europa, Burgos",650,3,85,497
21756,Burgos,Castilla y Leon,"Piso en avenida Castilla, s/n, Allendeduero - Barrio de la Estación, Aranda de Duero",550,3,87,497
21757,Burgos,Castilla y Leon,"Piso en calle Burgo de Osma, 1, Centro, Aranda de Duero",550,2,96,497
21758,Burgos,Castilla y Leon,"Piso en San Agustín-Parque Europa, Burgos",600,3,95,497
21759,Burgos,Castilla y Leon,Ático en Valle de Valdebezana,750,2,110,497
21760,Burgos,Castilla y Leon,"Piso en Villimar - V1 - V2 - S3 - S4 - San Cristobal, Burgos",600,3,136,497
21761,Burgos,Castilla y Leon,Piso en Villarcayo de Merindad de Castilla la Vieja,900,2,74,497
21762,Burgos,Castilla y Leon,"Piso en Illera, Burgos",480,1,52,497
21763,Burgos,Castilla y Leon,"Chalet adosado en Villafría - La Ventilla - Castañares, Burgos",550,2,100,497
21764,Burgos,Castilla y Leon,"Ático en calle Moratín, El Ferial, Aranda de Duero",650,1,55,497
21765,Burgos,Castilla y Leon,"Piso en avenida Teresa de Jesús Jornet, Allendeduero - Barrio de la Estación, Aranda de Duero",900,3,126,497
21766,Burgos,Castilla y Leon,"Piso en Los Vadillos - R. Sanitaria - Pozanos, Burgos",750,3,130,497
21767,Burgos,Castilla y Leon,"Piso en Los Vadillos - R. Sanitaria - Pozanos, Burgos",700,2,60,497
21768,Burgos,Castilla y Leon,"Piso en Universidad - Las Huelgas, Burgos",1060,4,140,497
21769,Burgos,Castilla y Leon,"Piso en Fuentecillas-S7-S8, Burgos",500,2,60,497
21770,Burgos,Castilla y Leon,"Piso en Juan XXIII - Las Torres - G2, Burgos",580,3,96,497
21771,Burgos,Castilla y Leon,"Piso en Los Vadillos - R. Sanitaria - Pozanos, Burgos",700,2,105,497
21772,Burgos,Castilla y Leon,"Piso en Universidad - Las Huelgas, Burgos",950,4,105,497
21773,Burgos,Castilla y Leon,"Piso en Juan XXIII - Las Torres - G2, Burgos",580,3,96,497
21774,Burgos,Castilla y Leon,"Piso en Fuentecillas-S7-S8, Burgos",550,2,60,497
21775,Burgos,Castilla y Leon,Piso en Villalbilla de Burgos,500,2,57,497
21776,Burgos,Castilla y Leon,"Piso en Casco Antiguo, Burgos",700,2,80,497
21777,Burgos,Castilla y Leon,"Piso en Plantío - Alcampo, Burgos",1000,3,105,497
21778,Burgos,Castilla y Leon,"Piso en Villa Pilar, Burgos",900,2,95,497
21779,Burgos,Castilla y Leon,"Piso en Villa Pilar, Burgos",975,3,105,497
21780,Burgos,Castilla y Leon,"Piso en San Pedro y San Felices, Burgos",500,1,73,497
21781,Burgos,Castilla y Leon,"Piso en Fuentecillas-S7-S8, Burgos",475,2,66,497
21782,Burgos,Castilla y Leon,"Casa o chalet independiente en El Horno, 8, Los Barrios de Bureba",750,3,100,497
21783,Burgos,Castilla y Leon,"Piso en SAN JUAN, Villa Pilar, Burgos",975,3,110,497
21784,Burgos,Castilla y Leon,"Piso en Santa Teresa-San Pedro Cardeña, Burgos",650,2,76,497
21785,Burgos,Castilla y Leon,"Piso en Villatoro, Burgos",450,2,53,497
21786,Burgos,Castilla y Leon,"Piso en calle San Pablo, Santa Teresa-San Pedro Cardeña, Burgos",650,2,70,497
21787,Burgos,Castilla y Leon,"Piso en Universidad - Las Huelgas, Burgos",1100,4,80,497
21788,Burgos,Castilla y Leon,"Piso en calle Aparicio y Ruiz, Casco Antiguo, Burgos",950,5,178,497
21789,Burgos,Castilla y Leon,"Piso en calle de Valdenúñez, Fuentecillas-S7-S8, Burgos",500,2,63,497
21790,Burgos,Castilla y Leon,"Piso en madrid, San Agustín-Parque Europa, Burgos",675,3,92,497
21791,Burgos,Castilla y Leon,"Piso en Santa Teresa-San Pedro Cardeña, Burgos",650,2,85,497
21792,Burgos,Castilla y Leon,"Ático en calle Fuenteovejuna, 41, Villimar - V1 - V2 - S3 - S4 - San Cristobal, Burgos",620,2,85,497
21793,Burgos,Castilla y Leon,"Piso en Universidad - Las Huelgas, Burgos",525,2,65,497
21794,Burgos,Castilla y Leon,"Piso en Los Vadillos - R. Sanitaria - Pozanos, Burgos",490,2,60,497
21795,Burgos,Castilla y Leon,"Piso en Reyes Católicos, Burgos",490,1,55,497
21796,Burgos,Castilla y Leon,"Piso en paseo de los Pisones, San Agustín-Parque Europa, Burgos",500,3,90,497
21797,Burgos,Castilla y Leon,"Piso en Reyes Católicos, Burgos",500,1,60,497
21798,Burgos,Castilla y Leon,"Piso en Juan XXIII - Las Torres - G2, Burgos",595,3,85,497
21799,Burgos,Castilla y Leon,"Piso en Villa Pilar, Burgos",550,1,66,497
21800,Burgos,Castilla y Leon,"Piso en Villa Pilar, Burgos",550,1,53,497
21801,Burgos,Castilla y Leon,"Piso en Los Vadillos - R. Sanitaria - Pozanos, Burgos",600,2,56,497
21802,Burgos,Castilla y Leon,"Piso en Beatriz de Suabia, San Pedro de la Fuente, Burgos",590,1,60,497
21803,Burgos,Castilla y Leon,"Piso en calle Emilio Prados, Juan XXIII - Las Torres - G2, Burgos",470,1,60,497
21804,Burgos,Castilla y Leon,"Ático en plaza del Estudio, 13, Roa",450,2,52,497
21805,Burgos,Castilla y Leon,"Piso en calle San Pablo, Santa Teresa-San Pedro Cardeña, Burgos",650,2,85,497
21806,Burgos,Castilla y Leon,"Piso en Fuentecillas-S7-S8, Burgos",430,1,85,497
21807,Burgos,Castilla y Leon,"Piso en calle Navarrete, 4, Universidad - Las Huelgas, Burgos",1060,4,140,497
21808,Burgos,Castilla y Leon,"Piso en calle Burgo de Osma, 27, Allendeduero - Barrio de la Estación, Aranda de Duero",480,1,56,497
21809,Burgos,Castilla y Leon,"Piso en avenida Palencia, Universidad - Las Huelgas, Burgos",500,1,45,497
21810,Burgos,Castilla y Leon,"Piso en calle Padre Aramburu, Los Vadillos - R. Sanitaria - Pozanos, Burgos",750,3,130,497
21811,Burgos,Castilla y Leon,"Piso en calle Madrid, San Agustín-Parque Europa, Burgos",750,3,90,497
21812,Burgos,Castilla y Leon,"Piso en calle Mesnadas, San Pedro de la Fuente, Burgos",525,2,70,497
21813,Burgos,Castilla y Leon,"Piso en Soria, Reyes Católicos, Burgos",590,2,75,497
21814,Burgos,Castilla y Leon,"Piso en calle San Gil, Casco Antiguo, Burgos",550,3,67,497
21815,Burgos,Castilla y Leon,"Piso en calle Francisco Sarmiento, Los Vadillos - R. Sanitaria - Pozanos, Burgos",600,3,90,497
21816,Burgos,Castilla y Leon,"Piso en calle alava, 16, Matillas - Californias , Miranda de Ebro",500,1,60,497
21817,Burgos,Castilla y Leon,"Piso en calle Cuidad Vierzon, 27, Anduva - Miranda sur, Miranda de Ebro",650,3,75,497
21818,Burgos,Castilla y Leon,"Piso en El Carmen-Barrio Gimeno, Burgos",430,1,43,497
21819,Burgos,Castilla y Leon,"Piso en calle Luis Rodríguez Arango, 28, Universidad - Las Huelgas, Burgos",1100,4,140,497
21820,Burgos,Castilla y Leon,"Estudio en de la audiencia en burgos, Casco Antiguo, Burgos",750,,Bajo exterior sin ascen,497
21821,Burgos,Castilla y Leon,"Piso en calle de Salas, San Agustín-Parque Europa, Burgos",600,3,85,497
21822,Burgos,Castilla y Leon,"Piso en calle San Julian, Santa Teresa-San Pedro Cardeña, Burgos",620,2,70,497
21823,Burgos,Castilla y Leon,"Piso en calle Francisco Grandmontagne, Gamonal - San Bruno - G9, Burgos",550,2,72,497
21824,Burgos,Castilla y Leon,"Piso en progreso, Santa Teresa-San Pedro Cardeña, Burgos",450,1,64,497
21825,Burgos,Castilla y Leon,"Piso en calle las Claustrillas, Burgos, Universidad - Las Huelgas, Burgos",550,2,65,497
21826,Burgos,Castilla y Leon,"Ático en camino Moratín, 35, El Ferial, Aranda de Duero",500,1,50,497
21827,Burgos,Castilla y Leon,"Piso en calle Calzadas, 55, Villa Pilar, Burgos",700,3,83,497
21828,Burgos,Castilla y Leon,"Casa de pueblo en calle Mayor, 36, Valle de Valdelaguna",350,5,150,497
21829,Burgos,Castilla y Leon,"Casa rural en calle la Iglesia, 24, Pinilla de los Moros",1050,5,182,497
21830,Burgos,Castilla y Leon,"Piso en calle de Fernán González, 40, Casco Antiguo, Burgos",1000,1,68,497
21831,Burgos,Castilla y Leon,"Piso en calle de Fernán González, 40, Casco Antiguo, Burgos",1000,1,55,497
21832,Burgos,Castilla y Leon,"Piso en calle Navarrete, 2, Universidad - Las Huelgas, Burgos",1100,4,129,497
21833,Burgos,Castilla y Leon,"Piso en avenida de burgos, 23, Belorado",260,1,55,497
21834,Burgos,Castilla y Leon,"Piso en Villa Pilar, Burgos",600,3,90,497
21835,Burgos,Castilla y Leon,"Piso en Los Vadillos - R. Sanitaria - Pozanos, Burgos",640,2,52,497
21836,Burgos,Castilla y Leon,"Piso en Plantío - Alcampo, Burgos",650,2,96,497
21837,Burgos,Castilla y Leon,"Piso en LAIN CALVO, Casco Antiguo, Burgos",550,2,64,497
21838,Burgos,Castilla y Leon,"Piso en San Francisco, Casco Antiguo, Burgos",430,1,39,497
21839,Burgos,Castilla y Leon,"Piso en Villa Pilar, Burgos",550,3,100,497
21840,Burgos,Castilla y Leon,"Piso en calle Federico Martínez Varea, Los Vadillos - R. Sanitaria - Pozanos, Burgos",600,3,109,497
21841,Burgos,Castilla y Leon,"Piso en calle Saldaña, Casco Antiguo, Burgos",470,1,50,497
21842,Burgos,Castilla y Leon,"Piso en calle de vitoria, Villa Pilar, Burgos",1150,4,140,497
21843,Burgos,Castilla y Leon,"Estudio en Casco Antiguo, Burgos",400,,Planta 1ª exterior sin ascen,497
21844,Burgos,Castilla y Leon,"Piso en Los Vadillos - R. Sanitaria - Pozanos, Burgos",625,2,92,497
21845,Burgos,Castilla y Leon,"Piso en San Pedro y San Felices, Burgos",675,3,86,497
21846,Burgos,Castilla y Leon,"Piso en Villa Pilar, Burgos",600,2,104,497
21847,Burgos,Castilla y Leon,"Casa de pueblo en LA FUENTE, Jurisdiccion de San Zadornil",450,3,100,497
21848,Burgos,Castilla y Leon,"Piso en Casco Antiguo, Burgos",800,3,118,497
21849,Burgos,Castilla y Leon,"Piso en calle Ronda, Centro, Aranda de Duero",425,1,55,497
21850,Burgos,Castilla y Leon,"Piso en calle Calera, El Carmen-Barrio Gimeno, Burgos",675,3,90,497
21851,Burgos,Castilla y Leon,"Piso en calle Progreso, Santa Teresa-San Pedro Cardeña, Burgos",450,1,64,497
21852,Burgos,Castilla y Leon,"Piso en calle Benedictinas de San José, Burgos, San Pedro de la Fuente, Burgos",595,2,70,497
21853,Burgos,Castilla y Leon,"Piso en calle San Francisco, Los Vadillos - R. Sanitaria - Pozanos, Burgos",630,2,61,497
21854,Burgos,Castilla y Leon,"Piso en Universidad - Las Huelgas, Burgos",820,3,140,497
21855,Burgos,Castilla y Leon,"Piso en Santa Agueda, Casco Antiguo, Burgos",690,3,100,497
21856,Burgos,Castilla y Leon,"Piso en avenida del Vena, Reyes Católicos, Burgos",490,1,50,497
21857,Burgos,Castilla y Leon,"Ático en calle Calera, 4, El Carmen-Barrio Gimeno, Burgos",700,3,160,497
21858,Burgos,Castilla y Leon,"Piso en calle del Burgense, Santa Teresa-San Pedro Cardeña, Burgos",420,2,65,497
21859,Burgos,Castilla y Leon,"Piso en Universidad - Las Huelgas, Burgos",800,3,118,497
21860,Burgos,Castilla y Leon,"Piso en Los Vadillos - R. Sanitaria - Pozanos, Burgos",625,2,68,497
21861,Burgos,Castilla y Leon,"Piso en Villimar - V1 - V2 - S3 - S4 - San Cristobal, Burgos",600,2,67,497
21862,Burgos,Castilla y Leon,"Piso en Villatoro, Burgos",475,2,70,497
21863,Burgos,Castilla y Leon,"Piso en San Pedro y San Felices, Burgos",490,1,52,497
21864,Burgos,Castilla y Leon,"Piso en Casco Antiguo, Burgos",500,1,45,497
21865,Burgos,Castilla y Leon,"Piso en San Francisco, Los Vadillos - R. Sanitaria - Pozanos, Burgos",570,2,75,497
21866,Burgos,Castilla y Leon,"Piso en calle Juan de Padilla, Plantío - Alcampo, Burgos",570,3,95,497
21867,Burgos,Castilla y Leon,"Piso en Los Vadillos - R. Sanitaria - Pozanos, Burgos",650,2,105,497
21868,Burgos,Castilla y Leon,"Dúplex en Casco Antiguo, Burgos",600,1,60,497
21869,Burgos,Castilla y Leon,"Piso en Casco Antiguo, Burgos",725,2,110,497
21870,Burgos,Castilla y Leon,"Piso en Plantío - Alcampo, Burgos",540,3,89,497
21871,Burgos,Castilla y Leon,"Piso en plaza Cádiz, Bda. Inmaculada - Zurbarán, Burgos",550,3,90,497
21872,Burgos,Castilla y Leon,"Piso en El Carmen-Barrio Gimeno, Burgos",540,2,74,497
21873,Burgos,Castilla y Leon,"Piso en JUAN DE AUSTRIA, Universidad - Las Huelgas, Burgos",450,1,50,497
21874,Burgos,Castilla y Leon,"Piso en El Carmen-Barrio Gimeno, Burgos",750,3,95,497
21875,Burgos,Castilla y Leon,"Ático en calle de Manuel Muñoz Guillén, 13, Villimar - V1 - V2 - S3 - S4 - San Cristobal, Burgos",650,2,70,497
21876,Burgos,Castilla y Leon,"Piso en calle Ciudad de Vierzon, 46, Anduva - Miranda sur, Miranda de Ebro",650,3,110,497
21877,Burgos,Castilla y Leon,"Piso en Gamonal - San Bruno - G9, Burgos",400,1,50,497
21878,Burgos,Castilla y Leon,"Piso en calle del Romancero, 11, San Julián-Bº de Cortes, Burgos",650,2,84,497
21879,Burgos,Castilla y Leon,"Piso en El Carmen-Barrio Gimeno, Burgos",430,1,45,497
21880,Burgos,Castilla y Leon,"Piso en plaza San Bruno, 4, Gamonal - San Bruno - G9, Burgos",500,3,70,497
21881,Burgos,Castilla y Leon,"Piso en avenida de la Constitución Española, 18, Bda. Militar 2 de Mayo - Capiscol, Burgos",480,1,45,497
21882,Burgos,Castilla y Leon,"Piso en Casco Antiguo, Burgos",550,1,44,497
21883,Burgos,Castilla y Leon,"Piso en Los Vadillos - R. Sanitaria - Pozanos, Burgos",720,3,89,497
21884,Burgos,Castilla y Leon,"Dúplex en calle Eras de San Francisco, Los Vadillos - R. Sanitaria - Pozanos, Burgos",750,5,140,497
21885,Burgos,Castilla y Leon,"Ático en calle Huerto del Rey, 1, Casco Antiguo, Burgos",550,1,60,497
21886,Burgos,Castilla y Leon,"Piso en calle Algorta, Medina de Pomar",375,3,75,497
21887,Burgos,Castilla y Leon,"Piso en calle Briviesca, Villa Pilar, Burgos",550,1,57,497
21888,Burgos,Castilla y Leon,"Piso en camino Casa de la Vega, Juan XXIII - Las Torres - G2, Burgos",600,3,83,497
21889,Burgos,Castilla y Leon,"Piso en calle Llana de Afuera, Casco Antiguo, Burgos",550,2,58,497
21890,Burgos,Castilla y Leon,"Piso en Villa Pilar, Burgos",700,1,50,497
21891,Burgos,Castilla y Leon,"Piso en calle Vitoria, 20, Centro, Miranda de Ebro",525,2,70,497
21892,Burgos,Castilla y Leon,"Piso en ronda del Ferrocarril, 100, Anduva - Miranda sur, Miranda de Ebro",680,3,90,497
21893,Burgos,Castilla y Leon,"Piso en calle Rey Don Pedro, 46, Los Vadillos - R. Sanitaria - Pozanos, Burgos",560,2,64,497
21894,Burgos,Castilla y Leon,"Piso en calle Zamora, 6, San Pedro de la Fuente, Burgos",750,3,105,497
21895,Burgos,Castilla y Leon,"Piso en calle Vitoria, 144, Gamonal - San Bruno - G9, Burgos",500,1,65,497
21896,Burgos,Castilla y Leon,"Piso en calle nuño rasura, 1, Villarcayo de Merindad de Castilla la Vieja",500,2,100,497
21897,Burgos,Castilla y Leon,"Estudio en avenida del Vena, 3, Reyes Católicos, Burgos",450,,Planta 3ª exterior con ascen,497
21898,Burgos,Castilla y Leon,"Piso en calle San Antonio, Centro, Aranda de Duero",400,1,51,497
21899,Burgos,Castilla y Leon,"Casa de pueblo en calle Fuente, 12, Jurisdiccion de San Zadornil",450,3,100,497
21900,Burgos,Castilla y Leon,"Piso en calle consulado, 5, Los Vadillos - R. Sanitaria - Pozanos, Burgos",500,2,65,497
21901,Burgos,Castilla y Leon,"Piso en Villa Pilar, Burgos",975,3,99,497
21902,Burgos,Castilla y Leon,"Piso en Altamira, 51, Anduva - Miranda sur, Miranda de Ebro",530,1,59,497
21903,Burgos,Castilla y Leon,"Piso en paseo la Cienaga, 4, Villarcayo de Merindad de Castilla la Vieja",345,2,60,497
21904,Burgos,Castilla y Leon,"Chalet pareado en calle Adolfo Espinosa, 14, Pradoluengo",400,3,90,497
21905,Burgos,Castilla y Leon,"Piso en calle Real Allende, Centro, Miranda de Ebro",500,2,78,497
21906,Burgos,Castilla y Leon,"Piso en calle General Sanz Pastor, 16, Los Vadillos - R. Sanitaria - Pozanos, Burgos",840,4,160,497
21907,Burgos,Castilla y Leon,"Piso en calle Anna Huntington, 2, Reyes Católicos, Burgos",825,2,80,497
21908,Burgos,Castilla y Leon,"Piso en calle HORNILLOS, Universidad - Las Huelgas, Burgos",650,3,95,497
21909,Burgos,Castilla y Leon,"Piso en calle río viejo, 5, Villimar - V1 - V2 - S3 - S4 - San Cristobal, Burgos",550,1,45,497
21910,Burgos,Castilla y Leon,"Piso en calle Navarrete, 8, Universidad - Las Huelgas, Burgos",550,3,96,497
21911,Burgos,Castilla y Leon,Casa o chalet independiente en Medina de Pomar,1000,3,150,497
21912,Burgos,Castilla y Leon,"Piso en Villimar - V1 - V2 - S3 - S4 - San Cristobal, Burgos",650,2,96,497
21913,Burgos,Castilla y Leon,"Piso en calle de Valladolid, 7, El Carmen-Barrio Gimeno, Burgos",800,3,135,497
21914,Burgos,Castilla y Leon,"Piso en El Carmen-Barrio Gimeno, Burgos",850,2,98,497
21915,Burgos,Castilla y Leon,"Piso en calle Barrio Gimeno, 8, El Carmen-Barrio Gimeno, Burgos",530,2,60,497
